Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
24/11/2020 14:54:48,33.0,female,berlin,Operations & Support,9.0,2.0,Middle,,,57000.0,,54000.0,,21,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
24/11/2020 14:56:33,40.0,male,munich,Operations & Support,18.0,14.0,Lead,,"SQL, AWS, Kubernetes, Docker, Groovy",78000.0,8000,76000.0,7000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,0.0,
24/11/2020 14:58:11,38.0,male,munich,Software Development,12.0,12.0,Senior,,"PHP, Javascript / Typescript, SQL",70000.0,1500,68000.0,1500,30,Full-time employee,Unlimited contract,German,101-1000,Telecommunications,No,0.0,675
24/11/2020 15:03:12,29.0,male,munich,Software Development,5.0,,Middle,,,57000.0,,57000.0,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 15:04:23,27.0,male,berlin,Software Development,7.0,0.0,Senior,,"SQL, Go, AWS, Kubernetes, Docker",72000.0,15000,,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
24/11/2020 15:05:21,39.0,male,berlin,Management & Leadership,10.0,5.0,Lead,,,120000.0,200000,120000.0,200000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,2000
24/11/2020 15:07:35,33.0,male,frankfurt,Software Development,10.0,1.0,Senior,,"Javascript / Typescript, SQL, Azure",26400.0,,,,,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,No,,
24/11/2020 15:07:35,28.0,male,berlin,Software Development,8.0,5.0,Senior,,,68000.0,,,,,Full-time employee,,,,,,,
24/11/2020 15:08:28,33.0,female,munich,Operations & Support,6.5,3.0,Senior,,,58000.0,3500,55000.0,3000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 15:09:28,38.0,male,munich,Data & AI,10.0,3.0,Lead,,"SQL, AWS, Azure, Kubernetes, Docker",92000.0,101,85000.0,7000,30,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,20.0,
24/11/2020 15:10:18,42.0,male,berlin,Data & AI,20.0,20.0,Senior,,"Java / Scala, SQL, AWS, Google Cloud, Azure, Docker",80000.0,,66000.0,,30,Full-time employee,Unlimited contract,German,1000+,Product,No,0.0,
24/11/2020 15:16:47,45.0,female,frankfurt,db developer/data analyst,6.0,0.9,Senior,tsql,,55000.0,,,,28,Full-time employee,Unlimited contract,English,11-50,Product,No,,
24/11/2020 15:17:34,38.0,male,hamburg,Software Development,12.0,6.0,Senior,,"Python, Java / Scala, AWS, Docker",73000.0,7000,72000.0,0,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 15:17:54,29.0,male,berlin,Operations & Support,9.0,2.0,Senior,,"SQL, AWS, Kubernetes",62000.0,8000,55000.0,,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
24/11/2020 15:21:19,30.0,male,berlin,Software Development,11.0,2.0,Senior,,"Kotlin, .NET, SQL, AWS",55000.0,,55000.0,,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
24/11/2020 15:22:10,32.0,male,berlin,Software Development,9.0,5.0,Lead,,"Javascript / Typescript, Ruby, AWS, Kubernetes, Docker",90000.0,0,75000.0,0,25,Full-time employee,Unlimited contract,English,101-1000,Product,Have been a freelancer at the beginning of year,0.0,No
24/11/2020 15:27:01,41.0,male,munich,Software Development,21.0,3.0,Senior,,"Kubernetes, Docker",80000.0,0,78000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,0
24/11/2020 15:28:50,34.0,male,berlin,Operations & Support,10.0,4.0,Senior,,"Javascript / Typescript, AWS, Kubernetes",85000.0,25000,72000.0,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,No
24/11/2020 15:31:46,45.0,male,berlin,Software Development,25.0,20.0,Lead,,"Python, C/C++, Javascript / Typescript, Ruby, .NET, Java / Scala, SQL, Go, AWS, Kubernetes",75000.0,20000,73000.0,20000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,
24/11/2020 15:32:59,34.0,male,berlin,Operations & Support,6.0,6.0,Middle,,"Python, Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",62000.0,70000,54000.0,60000,28,Full-time employee,Unlimited contract,German,1000+,Media,No,,
24/11/2020 15:37:24,25.0,male,stuttgart,Software Development,7.0,1.0,Senior,,"Python, PHP, Javascript / Typescript, SQL",60000.0,,,,26,Full-time employee,Unlimited contract,English,11-50,Startup,Yes,,
24/11/2020 15:38:09,32.0,male,berlin,Software Development,12.0,1.5,Senior,,"Swift, objective-c",66800.0,,65000.0,,25,Full-time employee,Unlimited contract,English,51-100,Product,No,20.0,1000
24/11/2020 15:39:13,65.0,male,berlin,Software Development,25.0,25.0,Senior,pascal,".NET, SQL",55000.0,,50000.0,,30,Full-time employee,Unlimited contract,German,51-100,Product,No,,
24/11/2020 15:41:16,33.0,male,munich,Data & AI,10.0,4.0,Senior,,SQL,70000.0,0,70000.0,850,27,Full-time employee,Unlimited contract,English,101-1000,Product,"No, but there was a salary cut at 10% for 3 months and then at 5% for further 3 months",,
24/11/2020 15:41:45,34.0,male,berlin,Data & AI,12.0,3.0,Senior,,"Python, SQL, Google Cloud, Kubernetes, Docker",90000.0,,80000.0,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
24/11/2020 15:42:31,28.0,male,berlin,Software Development,7.0,1.0,Senior,,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",70000.0,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 15:47:19,,male,berlin,Data & AI,7.5,1.5,Middle,,"Python, SQL, AWS, Kubernetes, Docker",68000.0,500,48000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 15:56:31,39.0,male,munich,Operations & Support,17.0,5.0,Senior,oracle,SQL,64000.0,70000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
24/11/2020 15:59:02,30.0,male,berlin,Software Development,7.0,2.0,Senior,,"Javascript / Typescript, SQL, Go, AWS, Docker",72000.0,0,66000.0,0,25,Full-time employee,Unlimited contract,English,11-50,Product,No,0.0,0
24/11/2020 15:59:17,34.0,male,berlin,Operations & Support,12.0,2.0,Senior,,"Go, AWS, Kubernetes, Docker",70000.0,0,,,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,,1000
24/11/2020 16:02:11,35.0,male,berlin,Operations & Support,10.0,4.0,Senior,,"SQL, AWS, Docker",63500.0,63500,60000.0,60000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 16:03:27,35.0,female,berlin,Software Development,12.0,5.0,Middle,,"AWS, Docker",70000.0,0,70000.0,0,29,Full-time employee,Unlimited contract,English,101-1000,E-commerce,No,,No
24/11/2020 16:05:55,34.0,male,berlin,Software Development,10.0,3.0,Senior,,"Python, Javascript / Typescript, Docker",68000.0,0,68000.0,0,40,Full-time employee,Unlimited contract,English,11-50,Startup,No,30.0,0
24/11/2020 16:06:53,34.0,male,berlin,Software Development,12.0,2.0,Lead,,"Javascript / Typescript, .NET, SQL, Azure",78000.0,8000,64000.0,70000,36,Full-time employee,Unlimited contract,German,1000+,Product,No,0.0,0
24/11/2020 16:14:57,35.0,male,berlin,Software Development,8.0,1.0,Senior,elixir,Erlang,75000.0,,,,27,Full-time employee,Unlimited contract,English,101-1000,Startup,,,1500
24/11/2020 16:15:34,38.0,male,berlin,Software Development,13.0,6.0,Lead,,Kotlin,89570.0,20240,82240.0,18000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,500
24/11/2020 16:16:41,34.0,female,berlin,Software Development,9.0,3.0,Senior,,"Python, Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",78000.0,3000,65000.0,7000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 16:20:42,31.0,male,berlin,Software Development,7.0,,Senior,,Swift,80000.0,,72500.0,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,20.0,
24/11/2020 16:26:30,34.0,male,berlin,Software Development,15.0,5.0,Senior,,"Javascript / Typescript, Ruby, SQL, Google Cloud, Kubernetes, Docker",70000.0,70000,65000.0,65000,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 16:34:40,29.0,female,munich,Software Development,5.0,4.0,Middle,,"Javascript / Typescript, Java / Scala, AWS",67000.0,5000,65000.0,4000,31,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 16:35:30,37.0,male,berlin,Software Development,15.0,3.0,Senior,,"Python, Java / Scala, Docker",85000.0,5000,100000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 16:42:53,44.0,male,stuttgart,Software Development,22.0,3.0,Senior,erlang,"Python, SQL, Docker",76000.0,,76000.0,,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
24/11/2020 16:56:17,30.0,male,munich,Software Development,9.0,3.0,Middle,,"Javascript / Typescript, Kubernetes",66000.0,0,64000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 17:01:00,26.0,male,frankfurt,Other Roles,4.0,4.0,Middle,,"Python, Javascript / Typescript",65000.0,70000,55000.0,55000,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
24/11/2020 17:03:03,33.0,diverse,hamburg,Software Development,1.0,6.0,Middle,,"Python, SQL, Kubernetes, Docker",130000.0,0,,,,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 17:04:09,46.0,male,berlin,Software Development,14.0,14.0,Senior,,"PHP, Javascript / Typescript, SQL, Google Cloud, Docker",80000.0,,63000.0,,30,Full-time employee,Unlimited contract,English,51-100,Product,Yes,20.0,
24/11/2020 17:05:17,33.0,male,berlin,Software Development,14.0,4.0,Senior,,"PHP, Java / Scala",68000.0,0,68000.0,0,,Full-time employee,Unlimited contract,English,51-100,Product,No,,500
24/11/2020 17:08:51,27.0,male,tuttlingen,Software Development,4.0,4.0,Junior,,.NET,46000.0,2000,43000.0,2000,30,Full-time employee,Unlimited contract,German,up to 10,Product,No,40.0,
24/11/2020 17:12:18,38.0,male,stuttgart,Software Development,15.0,8.0,Senior,,.NET,56400.0,,56400.0,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
24/11/2020 17:21:09,32.0,male,munich,Software Development,11.0,3.5,Senior,,"PHP, Javascript / Typescript, Java / Scala, Docker",81200.0,81200,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,28.0,
24/11/2020 17:24:17,36.0,female,berlin,Other Roles,11.0,4.0,Senior,,,70000.0,11000,55000.0,0,unlimited,Full-time employee,Unlimited contract,English,1000+,Product,No,,1500
24/11/2020 17:24:24,26.0,male,frankfurt,Software Development,7.0,1.5,Senior,,,65000.0,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 17:27:43,29.0,male,berlin,Software Development,12.0,3.0,Senior,,"PHP, Go",75000.0,75000,70000.0,70000,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,1000
24/11/2020 17:28:01,32.0,male,nuremberg,Operations & Support,8.0,2.0,Senior,,"Javascript / Typescript, Java / Scala",60000.0,0,,,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,Yes,0.0,500
24/11/2020 17:29:12,29.0,male,bonn,Software Development,5.0,2.0,Middle,objectivec,Swift,55000.0,4000,55000.0,1800,24,Full-time employee,Unlimited contract,English,11-50,Product,No,,
24/11/2020 17:29:25,33.0,male,hamburg,Software Development,10.0,3.0,Senior,,Elixir,75000.0,,70000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 17:29:51,,,munich,Data & AI,2.0,2.0,Middle,,,54000.0,,54000.0,,20,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 17:30:40,32.0,male,munich,Operations & Support,9.0,3.0,Senior,qa,Java / Scala,76000.0,0,,0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 17:31:48,34.0,male,berlin,Software Development,10.0,10.0,Senior,,Python,76000.0,12000,73000.0,8000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 17:33:40,31.0,male,moscow,Data & AI,2.5,0.0,Lead,,Python,20000.0,6500,17000.0,3500,30,Full-time employee,Unlimited contract,Russian,1000+,Bank,No,,
24/11/2020 17:35:27,29.0,male,munich,Software Development,7.0,1.0,Senior,,"Javascript / Typescript, AWS",80000.0,0,,,,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
24/11/2020 17:35:46,33.0,male,munich,Software Development,10.0,4.0,Senior,,Javascript / Typescript,78000.0,,65000.0,,30,Full-time employee,Unlimited contract,German,51-100,Product,No,,
24/11/2020 17:37:32,32.0,male,berlin,Software Development,4.0,1.0,Senior,,"Python, SQL, Go, AWS, Kubernetes, Docker",65000.0,,,57000,28,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 17:38:29,47.0,male,hamburg,Software Development,22.0,10.0,Senior,,"C/C++, .NET, SQL",46000.0,46000,46000.0,46000,30,Full-time employee,Unlimited contract,English,up to 10,Product,No,,1500
24/11/2020 17:38:51,29.0,male,berlin,Software Development,8.0,1.5,Middle,,Python,65000.0,0,60000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 17:39:35,28.0,male,munich,Software Development,5.0,6.0,Senior,,"Python, C/C++",67000.0,2000,44000.0,2500,20,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,Yes,,
24/11/2020 17:40:38,,male,hamburg,Operations & Support,,2.0,Senior,,"Kubernetes, Docker",61000.0,,60000.0,,28,Full-time employee,Unlimited contract,English,,,No,,100
24/11/2020 17:40:40,25.0,male,hamburg,Data & AI,2.0,2.0,Middle,,.NET,48000.0,5000,43200.0,48000,28,Full-time employee,Unlimited contract,German,11-50,Product,No,,
24/11/2020 17:40:57,32.0,male,munich,Software Development,9.0,1.0,Senior,abap,SAP / ABAP,70800.0,5000,,,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,35.0,
24/11/2020 17:43:34,45.0,male,munich,Software Development,3.0,,Senior,,,70000.0,,65000.0,,25,Full-time employee,Unlimited contract,Russian,11-50,Startup,Yes,,
24/11/2020 17:45:03,26.0,male,frankfurt,Software Development,3.0,1.0,Middle,,"Python, Java / Scala",48000.0,,,,27,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,
24/11/2020 17:45:39,29.0,male,munich,Software Development,8.0,0.25,Senior,,"Kotlin, C/C++, Java / Scala",65400.0,,,,30,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,0.0,0
24/11/2020 17:47:00,40.0,male,berlin,Software Development,18.0,2.5,Senior,,"PHP, SQL, Go, Docker, Postgres",60000.0,0,60000.0,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,34.0,0
24/11/2020 17:47:42,27.0,male,munich,Software Development,5.0,1.0,Senior,,,71000.0,5000,66000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 17:51:26,27.0,male,munich,Software Development,5.0,1.0,Senior,,"Javascript / Typescript, Go",65000.0,,65000.0,65000,22,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 17:53:18,38.0,male,koblenz,Operations & Support,20.0,2.0,Senior,,,44000.0,,42000.0,,25,Full-time employee,Unlimited contract,German,11-50,Systemhaus,No,20.0,
24/11/2020 17:55:30,22.0,male,warsaw,Software Development,3.0,0.0,Middle,,,27000.0,,,,21,Full-time employee,Unlimited contract,Polish,51-100,Consulting / Agency,No,,
24/11/2020 17:57:20,30.0,male,berlin,Operations & Support,9.0,5.0,Lead,,"Python, Google Cloud, Kubernetes, Docker",90000.0,0,80000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 17:57:39,30.0,male,hamburg,Software Development,6.0,0.0,Middle,,"Javascript / Typescript, .NET, SQL, Docker",60000.0,6000,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 18:01:03,29.0,male,munich,Software Development,8.0,3.0,Senior,,"Python, C/C++, Docker",73000.0,400,59000.0,60000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 18:06:17,37.0,male,heidelberg,Software Development,15.0,7.0,Senior,,"Javascript / Typescript, SAP / ABAP",67500.0,7500,65000.0,5000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 18:09:09,28.0,male,berlin,Operations & Support,6.0,1.5,Middle,,"Python, Go, AWS, Kubernetes, Docker",66000.0,122.13,66000.0,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,0
24/11/2020 18:10:47,28.0,female,berlin,Software Development,8.0,0.0,Lead,,,80000.0,0,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
24/11/2020 18:10:54,26.0,male,karlsruhe,Software Development,5.0,5.0,,,"Python, Kotlin, Javascript / Typescript, Java / Scala, SQL, Kubernetes, Docker",55000.0,0,52000.0,0,30,Full-time employee,Unlimited contract,50/50,11-50,Consulting / Agency,No,32.0,0
24/11/2020 18:12:43,28.0,male,stuttgart,Software Development,5.0,1.5,Middle,,Linux,55000.0,5000,42000.0,,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,0.0,
24/11/2020 18:13:06,33.0,male,berlin,Software Development,13.0,3.0,Senior,,"Ruby, Java / Scala, Go, AWS, Kubernetes, Docker",75000.0,20000,68000.0,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,600
24/11/2020 18:16:39,25.0,male,berlin,Software Development,5.0,0.0,Senior,,Python,60000.0,5600,,,,,,,,,,,
24/11/2020 18:19:49,38.0,male,cologne,Operations & Support,7.0,2.0,Middle,,,54500.0,,54500.0,,30,Full-time employee,Unlimited contract,German,11-50,Consulting / Agency,No,,1500
24/11/2020 18:22:41,40.0,male,frankfurt,Software Development,22.0,3.0,Senior,,"Kotlin, Javascript / Typescript, Java / Scala, Kubernetes, Docker",72000.0,5000,45000.0,45000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,
24/11/2020 18:25:30,28.0,male,munich,Software Development,9.0,1.0,Senior,,MongoDB,60000.0,0,,,28,Full-time employee,Unlimited contract,English,up to 10,Startup,No,20.0,
24/11/2020 18:27:22,29.0,male,berlin,Software Development,11.0,2.0,Senior,,"Python, Go, AWS, Kubernetes, Docker",85000.0,4000,85000.0,4000,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 18:31:25,,male,berlin,Software Development,9.0,1.0,Lead,,"AWS, Docker",75000.0,,,,24,Full-time employee,Unlimited contract,English,1000+,Startup,No,20.0,No
24/11/2020 18:32:14,24.0,male,aachen,Other Roles,3.0,2.0,Junior,,"Python, C/C++",10164.0,,,,14,Part-time employee,Temporary contract,English,11-50,University,No,,
24/11/2020 18:33:17,30.0,male,berlin,Software Development,4.0,2.0,Senior,,"Javascript / Typescript, .NET, SQL, Go, Kubernetes, Docker",65000.0,,,,,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 18:36:46,31.0,male,munich,Software Development,11.0,1.0,Middle,,Docker,75000.0,,,,unlimited ,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 18:37:32,44.0,male,munich,Software Development,28.0,6.0,Senior,,"C/C++, .NET, SQL",78500.0,0,78500.0,2000,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 18:39:05,35.0,male,dusseldorf,Management & Leadership,5.0,2.0,Senior,,,56000.0,56000,54000.0,54000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,No
24/11/2020 18:39:13,41.0,female,munich,Data & AI,12.0,12.0,Senior,,"Python, SQL, Azure",68000.0,4500,61500.0,5000,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,Lost the job but for different reason,0.0,0
24/11/2020 18:40:13,32.0,male,berlin,Software Development,12.0,1.0,Senior,,"Python, SQL, AWS, Kubernetes, Docker",83000.0,500,75000.0,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,40
24/11/2020 18:44:33,28.0,female,mannheim,Software Development,4.0,4.0,Junior,,"PHP, SQL, Perl",53000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
24/11/2020 18:48:30,,male,karlsruhe,Software Development,8.0,8.0,Lead,,"Python, C/C++, Javascript / Typescript, Java / Scala",65000.0,5400,70400.0,5400,29,Part-time employee,Unlimited contract,English,up to 10,Product,No,39.0,10000
24/11/2020 18:49:18,33.0,male,berlin,Software Development,10.0,1.0,Middle,,Swift,65000.0,,,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
24/11/2020 18:49:33,46.0,male,munich,Software Development,10.0,2.0,Senior,,"Javascript / Typescript, AWS",68500.0,,60000.0,,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
24/11/2020 18:50:28,27.0,male,berlin,Software Development,8.0,1.0,Middle,,Javascript / Typescript,45000.0,,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,30.0,
24/11/2020 18:50:50,30.0,male,samara,Software Development,2.0,0.0,Middle,,"PHP, Javascript / Typescript, SQL",12000.0,,,,,,,,,,,,
24/11/2020 18:51:35,32.0,male,berlin,Software Development,5.0,3.0,Middle,,"Javascript / Typescript, AWS, Docker",72000.0,,60000.0,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,0.0,
24/11/2020 18:52:09,34.0,male,berlin,Software Development,15.0,2.0,Lead,,"Java / Scala, SQL",80000.0,12000,76000.0,11000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,750
24/11/2020 18:53:16,33.0,male,berlin,Software Development,10.0,,Senior,salesforce,"Python, Javascript / Typescript, Apex",68000.0,,,,25,Full-time employee,Temporary contract,English,11-50,Startup,No,,
24/11/2020 18:53:57,26.0,male,riga,Software Development,4.0,0.0,Middle,,"Javascript / Typescript, SAP / ABAP",24000.0,0,20000.0,0,20,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,0.0,0
24/11/2020 18:54:07,41.0,male,berlin,Software Development,19.0,7.0,Lead,,"C/C++, SQL, AWS, Kubernetes, Docker",95500.0,14500,94000.0,7500,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 18:54:54,35.0,male,cologne,Software Development,14.0,7.0,Senior,,"Python, C/C++, SQL",72000.0,77000,70000.0,70000,35,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 18:58:54,26.0,male,hamburg,Software Development,7.0,3.5,Senior,,"Python, Javascript / Typescript, AWS, Docker",72000.0,,,,27,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
24/11/2020 18:59:20,27.0,male,berlin,Software Development,3.0,0.0,Middle,,"Kotlin, Java / Scala",65000.0,,,,,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
24/11/2020 18:59:38,24.0,male,munich,Software Development,3.0,2.0,Middle,,"Python, C/C++, Javascript / Typescript, Java / Scala, SQL, Kubernetes",77600.0,43500,72000.0,18800,30,Full-time employee,Unlimited contract,English,1000+,Product,No,40.0,1000
24/11/2020 19:07:37,35.0,male,hamburg,Software Development,13.0,3.0,Lead,,"Python, Ruby, Java / Scala, Google Cloud, Kubernetes, Docker",95000.0,15000,90000.0,0,25,Full-time employee,Unlimited contract,English,51-100,Startup,No,0.0,0
24/11/2020 19:07:57,31.0,male,dusseldorf,Software Development,7.0,3.0,Senior,,"Python, C/C++, Javascript / Typescript, SQL",50400.0,50400,50000.0,50000,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 19:09:32,25.0,male,berlin,Software Development,5.0,0.0,Middle,,"Python, Kotlin, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",80000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Startup,,,
24/11/2020 19:12:16,30.0,male,moscow,Software Development,2.0,,Middle,,"Python, SQL, Docker",13000.0,0,,,28,Full-time employee,Unlimited contract,Russian,51-100,Startup,No,,
24/11/2020 19:14:03,37.0,male,zurich,Management & Leadership,20.0,,Middle,,,130000.0,20000,125000.0,10000,25,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,300
24/11/2020 19:15:02,30.0,male,moscow,Software Development,5.0,0.0,Middle,,C/C++,14712.0,0,14712.0,0,30,Full-time employee,Unlimited contract,Russian,101-1000,Product,No,40.0,0
24/11/2020 19:15:49,33.0,male,berlin,Management & Leadership,5.0,5.0,Senior,,Python,70000.0,800,65000.0,67000,30,Full-time employee,,German,101-1000,Product,No,,
24/11/2020 19:19:30,35.0,male,berlin,Operations & Support,11.0,10.0,Senior,,"Python, Javascript / Typescript, .NET, Java / Scala, Kubernetes, Docker",74400.0,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,32.0,
24/11/2020 19:24:50,37.0,male,hamburg,Software Development,15.0,5.0,Senior,,"Python, Javascript / Typescript, Java / Scala, Go, AWS, Kubernetes, Docker",70000.0,0,60000.0,0,25,Full-time employee,Temporary contract,English,11-50,Startup,No,,
24/11/2020 19:30:15,36.0,male,hamburg,Software Development,10.0,5.0,Senior,,"Python, Go, AWS, Docker",82000.0,,78000.0,,30,Full-time employee,Unlimited contract,German,51-100,Product,No,,500
24/11/2020 19:31:46,32.0,female,cologne,Data & AI,4.0,4.0,Senior,,,85000.0,88000,76000.0,78000,30,Full-time employee,Unlimited contract,English,1000+,consumer goods,No,,no
24/11/2020 19:40:48,38.0,male,berlin,Operations & Support,5.0,3.0,Lead,,"Python, C/C++, AWS, Kubernetes, Docker",80000.0,0,70000.0,3500,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,32.0,0
24/11/2020 19:41:27,23.0,male,berlin,Software Development,4.0,1.0,Middle,,"Javascript / Typescript, SQL, AWS, Docker",70500.0,0,58000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 19:42:42,39.0,male,stuttgart,Software Development,11.0,3.0,Lead,,"PHP, SQL, Kubernetes, Docker",75000.0,0,75000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 19:47:34,27.0,female,berlin,Data & AI,3.0,3.0,Middle,,"Python, SQL, Google Cloud, Kubernetes, Docker",58000.0,1000,55000.0,0,24,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 19:48:24,50.0,male,berlin,Software Development,29.0,2.0,Lead,,"C/C++, PHP, SQL",28800.0,28800,28800.0,28800,30,Full-time employee,Unlimited contract,German,11-50,IT-Outsourcing,No,0.0,0
24/11/2020 19:57:46,35.0,female,berlin,Other Roles,15.0,1.0,Middle,,,53000.0,65000,,,(no idea),Full-time employee,Unlimited contract,English,1000+,Product,No,,180€
24/11/2020 20:00:02,40.0,male,berlin,Software Development,10.0,3.0,Middle,,"Python, R, Go",89000.0,10000,,,30,Full-time employee,Unlimited contract,English,101-1000,,No,,
24/11/2020 20:01:18,35.0,male,helsinki,Software Development,11.0,2.5,Senior,,"SQL, AWS, Docker",66000.0,2000,53000.0,56000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,37.5,500
